reading,writing,declaredNormalizedReading,zh,script,source_page,source_column,source_entry_no,source_writing
みぜん,未然,みぜん,尚未發生,kanji,484,right,04,未然
やっつける,やっつける,やっつける,幹完、工作等、単,hiragana,485,left,26,やっつける
ゆくえ,行方,ゆくえ,去向、目的地、下落、行路、前塗,kanji,485,left,27,行方
ゆくえふめい,行方不明,ゆくえふめい,下落不明,kanji,485,left,28,行方不明
ようそ,要素,ようそ,要素、因素、理化、要素、因子,kanji,485,left,29,要素
かしつ,過失,かしつ,過失,kanji,485,left,01,過失
しきりに,頻りに,しきりに,一直地、熱心、強烈,kanji,485,right,0e,頻りに
しじゅう,始終,しじゅう,開頭和結尾、自始至終、経常,kanji,485,right,0e,始終
しだい,次第,しだい,綠由、任憑、取決於,kanji,486,left,09,次第
ていしゅつ,提出,ていしゅつ,提出、交出、提供,kanji,486,left,13,提出
とくしゅ,特殊,とくしゅ,形和特殊特別,kanji,486,left,14,特殊
ばっする,罰する,ばっする,處罰、責罰,kanji,486,right,06,罰する
あきれる,呆れる,あきれる,二吃驚、愕然、嚇呆、發愣,kanji,487,left,01,呆れる
うやまう,敬う,うやまう,尊敬,kanji,487,left,05,敬う
うらやむ,羨む,うらやむ,了五、羨慕、嫉妒,kanji,487,right,06,羨む
おもいこむ,思い込む,おもいこむ,確信不疑、深信、下決心,kanji,487,right,09,思い込む
おもいやり,思い遺り,おもいやり,同情心、體貼,kanji,487,right,10,思い遺り
かくご,覚悟,かくご,自他、精神準備、決心、算悟,kanji,487,right,01,覚悟
かんげき,感激,かんげき,威激、威重,kanji,488,left,05,感激
きがする,気がする,きがする,好像、有心、情,kanji,488,right,,気がする
きにする,気にする,きにする,介意、在平,kanji,488,right,01,気にする
きぶんてんかん,気分転換,きぶんてんかん,建語、名、轉換心情,kanji,489,left,24,気分転換
くうそう,空想,くうそう,空想、幻想,kanji,489,left,26,空想
くるう,狂う,くるう,中五、發狂、發瘋、失常、不準確、'、有,kanji,489,left,27,狂う
こいしい,恋しい,こいしい,思慕的、善戀的、懷戀的,kanji,489,left,28,恋しい
こううん,幸運,こううん,形動、幸運、健倖,kanji,489,left,29,幸運
こうきしん,好奇心,こうきしん,好奇心,kanji,489,left,30,好奇心
こころあたり,心当たり,こころあたり,想像、估計、猜想、得到、線守,kanji,489,right,31,心当たり
こらえる,堪える,こらえる,忍耐、忍受、忍住、抑制住、容忍,kanji,489,right,32,堪える
さいわい,幸い,さいわい,名-形、幸運、幸福、幸虧、好在,kanji,489,right,33,幸い
しかたがない,仕方がない,しかたがない,沒有辦法、沒有用處、無濟於事,kanji,489,right,34,仕方がない
しみじみ,しみじみ,しみじみ,痛切、深切地親密、青切、仔細,hiragana,490,left,03,しみじみ
しめた,占めた,しめた,還不、俗、太好了、好極了、正中下懷,kanji,490,left,07,占めた
しんじゅう,心中,しんじゅう,守信義、相愛男女因不能,kanji,490,left,09,心中
しんり,心理,しんり,心理,kanji,490,left,40,心理
ずるい,ずるい,ずるい,手使,hiragana,490,right,42,ずるい
たいした,大した,たいした,運體、非常的、了不起的、下接否定詞,kanji,490,right,45,大した
たまらない,堪らない,たまらない,旨語、形、難堪、忍受不了、難以形容,kanji,490,right,07,堪らない
ためらう,躊躇う,ためらう,猶豫、遲疑,kanji,491,left,48,躊躇う
ちかう,誓う,ちかう,發誓、起誓、宣搶,kanji,491,left,49,誓う
とがる,尖る,とがる,尖銳、神經緊張,kanji,491,left,50,尖る
なんとなく,何となく,なんとなく,不知為何、總和覺得、不由得、無意,kanji,491,left,51,何となく
なんとも,なんとも,なんとも,關緊要、沒關係、沒什麼、下接否,hiragana,491,left,52,なんとも
ねがい,願い,ねがい,願簿、心願、請求、請願、申請,kanji,491,left,53,願い
ふくらます,膨らます,ふくらます,弄鼓、歇喜,kanji,491,right,54,膨らます
あらた,新た,あらた,重新、新的、新鮮的,kanji,491,right,03,新た
おいかける,追い掛ける,おいかける,追趕、緊接著,kanji,492,left,07,追い掛ける
きをつける,気を付ける,きをつける,當心、人留意、心,kanji,492,right,01,気を付ける
けっしん,決心,けっしん,自他、決心、決意,kanji,492,right,02,決心
さっさと,さっさと,さっさと,毫不猶豫、毫不耽擱時和,hiragana,492,right,03,さっさと
すくう,救う,すくう,拯救搭救救援、解救、救濟,kanji,492,right,06,救う
せいぜい,精々,せいぜい,盡量、畫可能、最大限度、充其量,kanji,493,left,17,精々
せめる,責める,せめる,責備、貢問、昔責、折磨、推,kanji,493,left,18,責める
なす,為す,なす,做、為,kanji,493,left,20,為す
ねがう,願う,ねがう,請求、請願、懇求、願堂、希,kanji,493,left,21,願う
のぞみ,望み,のぞみ,希堂、願党、期党、抱負、志,kanji,493,left,22,望み
はりきる,張り切る,はりきる,人五、拉緊、緊張、幹動十足、精神百倍,kanji,493,right,24,張り切る
みずから,自ら,みずから,自己、自身、親身、親邊,kanji,493,right,27,自ら
もくひょう,目標,もくひょう,目標指標,kanji,493,right,28,目標
あいする,愛する,あいする,愛慕、喜愛、有愛情、疼愛,kanji,494,left,02,愛する
いやがる,嫌がる,いやがる,討厭、不願意、逃避,kanji,494,left,04,嫌がる
このみ,好み,このみ,愛好、喜歡、願意,kanji,494,right,,好み
このむ,好む,このむ,愛好、喜歡、願意、挑選、希鹿,kanji,494,right,,好む
しつれん,失恋,しつれん,失戀,kanji,494,right,,失恋
すききらい,好き嫌い,すききらい,好惡、喜好和厭惡、挑肥揀瘦、挑剔,kanji,495,left,13,好き嫌い
すきずき,好き好き,すきずき,各人、喜好不同、不同的喜好,kanji,495,left,14,好き好き
ひにく,皮肉,ひにく,形生、皮和肉、挖苦、諷刺、冷嘲熱諷,kanji,495,left,15,皮肉
ひひょう,批評,ひひょう,批評、批論,kanji,495,left,17,批評
ふへい,不平,ふへい,名形、不平、不滿意、牢騷,kanji,495,left,18,不平
あわれ,哀れ,あわれ,可憐、憐憫、悲哀、哀愁、情趣,kanji,495,right,01,哀れ
うかべる,浮かべる,うかべる,露出、想起,kanji,495,right,08,浮かべる
うく,浮く,うく,和飄浮、動搖、鬆動、高興、愉快,kanji,495,right,04,浮く
かなしむ,悲しむ,かなしむ,威到悲傷、痛心、可歐,kanji,495,right,95,悲しむ
きつい,きつい,きつい,嚴厲的、'嚴苛的、剛強、要強、緊的,hiragana,496,left,07,きつい
くるしむ,苦しむ,くるしむ,痛苦、難受,kanji,496,left,02,苦しむ
しつぼう,失望,しつぼう,失鹿,kanji,496,right,05,失望
つきあたる,突き当たる,つきあたる,撞上、碰上、走到道路的盡頭、轉,kanji,496,right,06,突き当たる
なでさめる,慰める,なでさめる,心慰,kanji,496,right,08,慰める
ひげき,悲劇,ひげき,悲劇,kanji,496,right,09,悲劇
ふうん,不運,ふうん,運氣不好的、倒楣的'、不幸的,kanji,497,left,20,不運
ます,増す,ます,中五、他五、數量、增加、增長、增多、程,kanji,497,left,21,増す
みじめ,惨め,みじめ,懐惨、惨痛,kanji,497,left,22,惨め
あやうい,危うい,あやうい,危險的、令人擔憂、靠不住,kanji,497,left,02,危うい
えらい,偉い,えらい,偉大、卓越、了不起、地位、高,kanji,497,left,03,偉い
おどろかす,驚かす,おどろかす,人攻守,kanji,497,right,07,驚かす
おもいがけない,思い掛けない,おもいがけない,意想不到的、偶然的、意外的,kanji,497,right,08,思い掛けない
きみがわるい,気味が悪い,きみがわるい,毛骨悚然、令人不快,kanji,497,right,09,気味が悪い
きみよう,庁妙,きみよう,奇怪、出奇、奇異、奇妙,kanji,498,left,10,庁妙
くじょう,苦情,くじょう,不平、抱怨、者,kanji,498,left,03,苦情
くだらない,下らない,くだらない,無償休、無乳、不下,kanji,498,left,04,下らない
こうけい,光景,こうけい,景象、情況場面、様子,kanji,498,left,05,光景
こわがる,怖がる,こわがる,害怕、心,kanji,498,right,,怖がる
さいなん,災難,さいなん,災難、災禮,kanji,498,right,,災難
てんかい,展開,てんかい,開展、打開、展現、准展,kanji,498,right,00,展開
どなる,怒鳴る,どなる,大聲喊叫、大聲申訴,kanji,498,right,01,怒鳴る
なんで,何で,なんで,為什麼、何故,kanji,498,right,02,何で
にくむ,憎む,にくむ,氏五、憎恨、厭惡、嫉妒,kanji,499,left,24,憎む
のでぞく,除く,のでぞく,消除、刪除、除外、劇除、除了,kanji,499,left,25,除く
はんばつ,反発,はんばつ,回彈、排斥、拒絕、不,kanji,499,left,26,反発
ありがたい,有り難い,ありがたい,難得、少有、值得威謝、威激、值得,kanji,499,right,01,有り難い
いわい,祝い,いわい,祝賀、慶祝、賀宰、慶祝活動,kanji,499,right,02,祝い
うらみ,恨み,うらみ,女恨,kanji,499,right,03,恨み
うらむ,恨む,うらむ,抱怨、恨、感到遺城、可惜、雪恨,kanji,499,right,04,恨む
おわび,お詫び,おわび,回詫言,kanji,500,left,08,お詫び
おんけい,恩恵,おんけい,恩惠、好處、恩賜,kanji,500,left,07,恩恵
くやむ,悔やむ,くやむ,懊悔的、後悔的,kanji,500,left,,悔やむ
ほこる,誇る,ほこる,誇耀、自豪、情,kanji,500,right,,誇る
あるいは,或いは,あるいは,情-罰、或者、或是、也許、有的'、有時,kanji,501,left,01,或いは
あれこれ,あれこれ,あれこれ,這個那個、種種,hiragana,501,left,02,あれこれ
いだく,抱く,いだく,人五、抱、懐有、懐抱,kanji,501,left,04,抱く
うかぶ,浮かぶ,うかぶ,自五、漂、浮起、想起、浮現、露出、佛,kanji,501,left,05,浮かぶ
おそらく,恐らく,おそらく,恐司、或許、邊可能,kanji,501,right,0e,恐らく
こうじつ,口実,こうじつ,全藉口、口實,kanji,502,left,03,口実
しそう,思想,しそう,思想,kanji,502,left,04,思想
てっきり,てっきり,てっきり,仙一定、必然、果然、思,hiragana,502,left,16,てっきり
はたして,果たして,はたして,果然、果真,kanji,502,right,17,果たして
はっそう,発想,はっそう,自他、構想、主意、表建、表現、音、”、言,kanji,502,right,18,発想
あいにく,生憎,あいにく,生憎,kanji,502,right,01,生憎
あらためて,改めて,あらためて,重新、再,kanji,502,right,02,改めて
きのせい,気の所為,きのせい,到二、神經過敏、心理作用,kanji,503,left,0e,気の所為
けつだん,決断,けつだん,果斷明確地做出決定、決斷,kanji,503,left,08,決断
こうりょ,考慮,こうりょ,考慮,kanji,503,right,12,考慮
ざっと,ざっと,ざっと,粗略地科略地、大購上的、佑計,hiragana,503,right,04,ざっと
しんよう,信用,しんよう,名-他、堅信、'確信、信任、相信、信用,kanji,503,right,15,信用
しんらい,信頼,しんらい,信賴、相信,kanji,503,right,16,信頼
そのため,そのため,そのため,表原因、正是因為這樣,hiragana,504,left,09,そのため
それなのに,それなのに,それなのに,雖然那樣、儘管如此,hiragana,504,left,21,それなのに
だけど,だけど,だけど,然而、可是、但是、思,hiragana,504,right,03,だけど
だって,だって,だって,舞動、可是、但是、因為、即使時,hiragana,504,right,04,だって
だとう,妥当,だとう,形動-自、妥當、穩當、妥善,kanji,504,right,,妥当
だんてい,断定,だんてい,斷定、判斷,kanji,504,right,,断定
ちがいない,違いない,ちがいない,一定是、肯定'、沒錯、的確是,kanji,505,left,29,違いない
どうせ,どうせ,どうせ,表示沒有選擇餘地、反正、總歸就,hiragana,505,left,30,どうせ
ところが,ところが,ところが,搓助、然而、可是、不過、一,hiragana,505,left,31,ところが
もちいる,用いる,もちいる,使用、採用、採納、任用、録用,kanji,505,left,34,用いる
やむをえない,やむを得ない,やむをえない,不得已的、沒辦法的,kanji,505,right,35,やむを得ない
かいしゃく,解釈,かいしゃく,解程、理解、説明,kanji,505,right,03,解釈
かんねん,観念,かんねん,自他、觀念、決心、斷念、不抱希並,kanji,505,right,04,観念
けっきょく,結局,けっきょく,結果、結局、最後、最終、終究,kanji,506,left,09,結局
けんかい,見解,けんかい,見解、意見,kanji,506,left,08,見解
こうもく,項目,こうもく,文章項目、財物項目、字典的、詞條,kanji,506,left,,項目
こころえる,心得る,こころえる,懂得、領會、理解、有體驗、答應,kanji,506,right,01,心得る
さすが,流石,さすが,上形、真不愧是、果然名不虛傳、雖,kanji,506,right,02,流石
そうっと,そうっと,そうっと,情情地、同,hiragana,506,right,05,そうっと
たんなる,単なる,たんなる,僅僅、只不過,kanji,507,left,17,単なる
ちゅうしょう,抽象,ちゅうしょう,抽象,kanji,507,left,19,抽象
ひかくてき,比較的,ひかくてき,比較地,kanji,507,left,21,比較的
ぶんるい,分類,ぶんるい,分類、分門別類,kanji,507,left,22,分類
めいかく,明確,めいかく,有一、明確、準確,kanji,507,right,27,明確
もしも,もしも,もしも,強調、如果、萬一、倘若,hiragana,507,right,28,もしも
もって,以って,もって,悪人,kanji,508,left,02,以って
れんそう,連想,れんそう,聯相,kanji,508,left,03,連想
かつよう,活用,かつよう,活用、利用、使用,kanji,508,right,04,活用
カバー,カバー,かばあ,補償、補充、覆蓋,katakana,508,right,05,cover
かんちがい,勘違い,かんちがい,想錯、判斷錯誤、誤會,kanji,508,right,05,勘違い
げんに,現に,げんに,做為不可忽略的事實、實際上、親眼,kanji,509,left,10,現に
げんり,原理,げんり,原理、原則,kanji,509,left,11,原理
ごうり,合理,ごうり,合理,kanji,509,left,12,合理
じつよう,実用,じつよう,實用,kanji,509,right,14,実用
じゅうだい,重大,じゅうだい,形生、重要的、嚴重的、重大的,kanji,509,right,15,重大
そっちょく,率直,そっちょく,坦率、直率,kanji,510,left,20,率直
たくわえる,蓄える・貯える,たくわえる,硫一儲蓄、積蓄、保存、儲備、留,kanji,510,left,21,蓄える・貯える
ちのう,知能,ちのう,急智能、智力、智慧,kanji,510,left,23,知能
てきかく,的確,てきかく,正確、準確、恰當,kanji,510,left,24,的確
でたらめ,でたらめ,でたらめ,芒唐、胡扯、胡說八道、信口開河,hiragana,510,left,25,でたらめ
なぞ,謎,なぞ,謀語、暗示、口風、神秘、詭異、思,kanji,510,right,07,謎
ひねる,捻る,ひねる,扭、擰,kanji,510,right,00,捻る
ぶんめい,文明,ぶんめい,文明、物質文化,kanji,511,left,33,文明
ほんと,本当,ほんと,形動、真實、真心、綿在的確、真正,kanji,511,left,35,本当
ほんもの,本物,ほんもの,真貨、真的東西,kanji,511,left,36,本物
まね,真似,まね,名全、模仿、裝、仿效、愚蠢糊,kanji,511,left,37,真似
みにつく,身に付く,みにつく,學到手、掌握,kanji,511,left,38,身に付く
みにつける,身に付ける,みにつける,知識、技術等、學到、掌握到,kanji,511,right,39,身に付ける
むじゅん,矛盾,むじゅん,矛盾,kanji,511,right,40,矛盾
めいしん,迷信,めいしん,迷信,kanji,511,right,41,迷信
めちゃくちゃ,めちゃくちゃ,めちゃくちゃ,亂七八糟、胡亂、荒廖絕倫,hiragana,511,right,42,めちゃくちゃ
ものがたる,物語る,ものがたる,講述、說明、表明,kanji,511,right,44,物語る
ようてん,要点,ようてん,全要點、要領,kanji,512,left,04,要点
ようりょう,要領,ようりょう,要領、要點、訣竅、牙站、點,kanji,512,left,04,要領
よき,予期,よき,預期預料、料想、圖,kanji,512,left,,予期
りこう,利口,りこう,伶利機靈、巧妙、周到、上,kanji,512,right,02,利口
わざと,熊と,わざと,故意、有意、存心、特意地、有意識地,kanji,512,right,03,熊と
アクセント,アクセント,あくせんと,重音、重點、強調之點、語調、服,katakana,512,right,01,accent
いぎ,意義,いぎ,意義、意思、全休,kanji,512,right,02,意義
えいわ,英和,えいわ,英日辭典,kanji,512,right,03,英和
おくりがな,送り仮名,おくりがな,漢字訓讃時、寫在漢字下的假名、用,kanji,513,left,04,送り仮名
かつじ,活字,かつじ,鉛字、活字,kanji,513,left,05,活字
かなづかい,仮名遣い,かなづかい,假名的拼寫方法,kanji,513,left,06,仮名遣い
かんれん,関連,かんれん,關聯、有關係,kanji,513,left,07,関連
かんわ,漢和,かんわ,漢語和日語、漢日辭典、用日文解釋,kanji,513,left,08,漢和
くとうてん,句読点,くとうてん,句號、豆點、標點符號,kanji,513,left,09,句読点
くん,訓,くん,日語漢字的、訓讀、音,kanji,513,left,10,訓
けいようし,形容詞,けいようし,形容詞,kanji,513,right,01,形容詞
けいようどうし,形容動詞,けいようどうし,形容動詞,kanji,513,right,12,形容動詞
げんご,言語,げんご,言語,kanji,513,right,13,言語
ごじゅうおん,五十音,ごじゅうおん,五十音,kanji,513,right,14,五十音
ことばづかい,言葉遺い,ことばづかい,說法、措辭、表達,kanji,513,right,45,言葉遺い
ことわざ,諺,ことわざ,會諺語、俗語、成語、常廚,kanji,513,right,06,諺
じゅくご,熟語,じゅくご,成語、慣用語、由兩個以上單詞組成,kanji,514,left,07,熟語
しゅこ,主語,しゅこ,主語、邏、主詞、說,kanji,514,left,18,主語
じゅつご,述語,じゅつご,回主語動作、性質表部分,kanji,514,left,01,述語
せつぞく,接続,せつぞく,接続,kanji,514,left,20,接続
だいめいし,代名詞,だいめいし,和代名詞、代詞、以某詞指某物、某事,kanji,514,left,,代名詞
どうし,動詞,どうし,動詞,kanji,514,right,,動詞
なになに,何々,なになに,什麼什麼'、某某,kanji,514,right,,何々
ノー,ノー,のお,必要、禁止,katakana,514,right,,no
ひとこと,一言,ひとこと,一言,kanji,514,right,,一言
ふくし,副詞,ふくし,副詞,kanji,515,left,30,副詞
ぶしゅ,部首,ぶしゅ,漢字的、部首,kanji,515,left,31,部首
ふりがな,振り仮名,ふりがな,在漢字旁邊、標註假名,kanji,515,left,32,振り仮名
ペラペラ,ペラペラ,ぺらぺら,不結實貌、連續翻紙頁貌,katakana,515,left,33,ペラペラ
ぽい,ぽい,ぽい,欠尾、形尋、前接名詞、動詞連用形、構,hiragana,515,left,34,ぽい
ほうげん,方言,ほうげん,方言、地方話、'士話,kanji,515,right,35,方言
もじ,文字,もじ,字跡、文字、灌字、文章、學問,kanji,515,right,37,文字
ようご,用語,ようご,用語、措酔、術語、専業用語,kanji,515,right,39,用語
わえい,和英,わえい,典的簡稱,kanji,516,left,42,和英
あんなに,あんなに,あんなに,那麼地、那樣地,hiragana,516,left,03,あんなに
いいだす,言い出す,いいだす,開始説、説出口,kanji,516,right,,言い出す
いいつける,言い付ける,いいつける,命令、告狀、說慣、常說,kanji,516,right,,言い付ける
いわば,言わば,いわば,譬如、打個比方、說起來、打個比方說,kanji,516,right,,言わば
いわゆる,所謂,いわゆる,政所調、一般來説、大家所説的,kanji,516,right,,所謂
うんぬん,云々,うんぬん,云云、等等、說長道短,kanji,516,right,,云々
おきのどくに,お気の毒に,おきのどくに,連絡-硬、令人同情、過意不去'給人添,kanji,517,left,11,お気の毒に
おげんきで,お元気で,おげんきで,元気,kanji,517,left,12,お元気で
おめでたい,お目出度い,おめでたい,恭喜、可賀,kanji,517,left,13,お目出度い
かまいません,構いません,かまいません,私構,kanji,517,left,16,構いません
かんぱい,乾杯,かんぱい,乾杯,kanji,517,left,17,乾杯
きょうしゅく,恐縮,きょうしゅく,對對方的厚意威覺、惶恐、表威,kanji,517,right,18,恐縮
くれぐれも,くれぐれも,くれぐれも,反覆、周到,hiragana,517,right,09,くれぐれも
ごくろうさま,ご苦労様,ごくろうさま,辛苦了,kanji,517,right,20,ご苦労様
ことづける,言付ける,ことづける,託帶口信、託付,kanji,517,right,22,言付ける
ごぶさた,ご無沙汰,ごぶさた,和人、久貴問候、久未童訪、久不奉男,kanji,518,left,02,ご無沙汰
さて,さて,さて,自言自語、表猶豫、到底、那可,hiragana,518,left,26,さて
しかも,しかも,しかも,而且、並且、而、但、卻、反而、竟然,hiragana,518,left,02,しかも
しようがない,仕様がない,しようがない,多沒辦法,kanji,518,left,,仕様がない
せっかく,折角,せっかく,好不容易、直力、思,kanji,518,right,,折角
ぜひとも,是非とも,ぜひとも,一定、無論如何,kanji,518,right,,是非とも
そういえば,そう言えば,そういえば,這麼說來、這樣一說,kanji,518,right,,そう言えば
ただし,但し,ただし,到禮、但是、可是,kanji,519,left,35,但し
たとえる,例える,たとえる,比喻、比方,kanji,519,left,36,例える
できれば,できれば,できれば,可以的話、可能的話,hiragana,519,left,38,できれば
ですから,ですから,ですから,所以,hiragana,519,left,39,ですから
どういたしまして,どう致しまして,どういたしまして,不客氣,kanji,519,left,40,どう致しまして
どころ,どころ,どころ,前接動詞連用形、值得,hiragana,519,right,42,どころ
なお,なお,なお,尚且、而且、再者,hiragana,519,right,46,なお
なにぶん,何分,なにぶん,較何分経験不足,kanji,520,left,,何分
なにも,なにも,なにも,醃-委、後面常接否定、什麼也,hiragana,520,left,04,なにも
なんて,なんて,なんて,什麼的,hiragana,520,left,50,なんて
なんでも,何でも,なんでも,什麼都、不管什麼、不管怎樣、無,kanji,520,left,,何でも
なんとか,何とか,なんとか,設法、想盡辦法、好不容易、勉強,kanji,520,left,,何とか
はあ,はあ,はあ,應答聲、是、唉、薦訝聲、蝦、言,hiragana,520,right,04,はあ
ばからしい,馬鹿らしい,ばからしい,最間的無且的、划不來、不信得,kanji,520,right,,馬鹿らしい
はきはき,はきはき,はきはき,活潑伶俐的樣子、乾脆、爽快,hiragana,520,right,05,はきはき
はじめまして,初めまして,はじめまして,初次見面,kanji,520,right,,初めまして
はやくち,早口,はやくち,早口,kanji,521,left,59,早口
ひとりごと,独り言,ひとりごと,自吉自語、的話,kanji,521,left,01,独り言
ひようげん,表現,ひようげん,言葉表現面白,kanji,521,left,62,表現
ようするに,要するに,ようするに,總而言之、總之,kanji,521,right,09,要するに
いんよう,引用,いんよう,回名言在引用才台,kanji,522,left,00,引用
えいぶん,英文,えいぶん,用英語寫的文章、英文學、英文,kanji,522,left,02,英文
おんちゅう,御中,おんちゅう,用於寫給公司、學校、機關團體等,kanji,522,left,00,御中
がいろん,概論,がいろん,概論,kanji,522,left,04,概論
さくいん,索引,さくいん,索引,kanji,522,right,08,索引
しあがる,仕上がる,しあがる,做完、完成、做成的情形,kanji,522,right,01,仕上がる
したがき,下書き,したがき,試寫、草稿、底稿、打草稿,kanji,522,right,02,下書き
したじき,下敷き,したじき,塾耶、墊板、範本、樣本,kanji,523,left,13,下敷き
しっぴつ,執筆,しっぴつ,執筆、書寫、撰稿,kanji,523,left,14,執筆
しゃせつ,社説,しゃせつ,社論,kanji,523,left,15,社説
しゅうせい,修正,しゅうせい,修改、人修正、改正,kanji,523,left,17,修正
しょせき,書籍,しょせき,書籍,kanji,523,right,20,書籍
シリーズ,シリーズ,しりいず,書籍等的、菓編、叢書、奏、影片,katakana,523,right,21,series
しりょう,資料,しりょう,資料、材料,kanji,523,right,22,資料
ずかん,図鑑,ずかん,圖鑑,kanji,523,right,23,図鑑
ぜんしゅう,全集,ぜんしゅう,全集,kanji,523,right,25,全集
ぞうさつ,増刷,ぞうさつ,加印、増印,kanji,524,left,02,増刷
たてがき,縦書き,たてがき,直寫、縱書,kanji,524,left,28,縦書き
たんぺん,短編,たんぺん,短篇、短篇小說,kanji,524,left,02,短編
はさむ,挟む,はさむ,夾住、插入,kanji,524,right,02,挟む
ひゃっかじてん,百科辞典,ひゃっかじてん,百科辞典,kanji,524,right,04,百科辞典
ひょうし,表紙,ひょうし,封面、封皮、書皮,kanji,524,right,05,表紙
ぶん,文,ぶん,革麗、文字、字體、學問和藝術,kanji,524,right,06,文
ぶんみやく,文脈,ぶんみやく,文章的脈絡、上下文的一貫性、前,kanji,525,left,39,文脈
みだし,見出し,みだし,報紙等的、標題、目錄、索引、選拔,kanji,525,left,41,見出し
みほん,見本,みほん,全樣品、貨樣、榜樣、典型,kanji,525,left,42,見本
もくじ,目次,もくじ,書籍、目録、目次、條目,kanji,525,left,43,目次
ようし,要旨,ようし,大意、要旨'要點,kanji,525,right,44,要旨
ようやく,要約,ようやく,摘要、歸納,kanji,525,right,45,要約
よこがき,横書き,よこがき,橫寫,kanji,525,right,46,横書き
